13.401223, 6.495357, 1.973342, -1.343459, -0.297069, 3.005769, 2.831500, 0.159365, -0.361490, 0.764046, -0.624368, -0.618263, 0.744141
11.643259, 7.377927, 1.027824, -2.939299, -2.117522, -0.128550, 1.680664, 1.720864, -0.163585, 0.535203, 1.073559, 1.489328, 1.413892
13.599232, 7.996302, -0.053806, -3.201105, -3.237656, 1.346630, 2.347248, 1.505464, 0.433936, 0.752630, 1.037602, 1.221473, 1.350903
11.768946, 8.009515, 2.938744, -0.365192, 0.208145, 1.199551, 2.165265, 1.903341, -0.567556, -0.822014, -1.171984, -0.818261, 0.892907
11.883500, 6.795081, -0.554110, -3.030198, -1.415404, 1.941839, 3.517107, 1.472186, -0.924993, 0.287387, 0.896575, 2.270789, 2.017513
12.154062, 5.965500, -0.721750, -2.633842, -1.546033, 1.098216, 2.757031, 2.339896, 0.651840, 0.256720, 1.259873, 1.573721, 2.018186
13.754846, 6.301564, -1.738551, -3.628520, -0.023403, 2.590729, 2.826822, 1.819677, -0.356526, 0.662261, 1.606103, 1.197539, 0.058038
13.506904, 5.921576, -2.044622, -3.658560, 0.725714, 4.284144, 4.577644, 2.655886, -0.218772, 0.038634, 0.226617, 0.839158, -0.133005
12.123541, 6.785894, -0.221575, -1.802735, -0.625937, 2.126282, 1.438716, 0.560094, -0.349407, -0.337168, 1.695990, 1.965250, 1.258644
10.490573, 6.300778, -0.028842, -0.952928, 0.640096, 3.510647, 2.544748, -0.417624, -0.130066, 0.609505, 0.982142, 1.253034, 1.408205

7.657265, 7.030447, 3.062697, 3.947828, 2.816213, 1.030900, 0.445540, 1.473350, 0.489638, 0.263770, 0.248892, 0.226033, 0.613530
6.105491, 6.105179, 3.367790, 2.249463, 1.811796, 1.484854, 1.174377, 1.316370, 1.487336, 1.057316, 0.881141, 0.504069, 0.657247
6.054289, 6.330487, 4.387156, 2.844873, 1.592770, 1.094747, 0.886360, 0.308248, 0.567940, 0.674619, 1.040652, 0.539848, -0.012372
5.523979, 6.959139, 4.913488, 4.144141, 3.388634, 1.699472, 1.717255, -0.442136, -0.772094, -0.725256, -0.581721, -0.706506, -0.303402
7.529788, 7.049022, 5.778242, 7.490892, 5.136285, 2.626935, -0.631995, -0.328761, -1.463659, -0.196872, -0.470055, -0.830466, -0.705969
5.258035, 8.192390, 6.349308, 6.488581, 5.089342, 3.209729, 0.852091, -0.434632, -0.265103, -1.227470, -1.102633, -1.026527, -1.416872
6.828978, 8.750629, 6.780225, 6.898375, 4.255144, 1.973266, 1.250646, -0.443034, -0.555419, -0.292773, -0.413468, -1.779402, -1.406386
6.239069, 8.497975, 5.530835, 4.690226, 3.323776, 2.666648, 1.561765, 0.065052, -0.176256, -1.316746, -0.880013, -0.772321, -1.441168
4.415680, 9.013195, 5.112159, 4.441870, 4.003937, 2.614569, 1.160768, 0.507950, -0.237619, 0.505037, -0.329311, -2.018254, -0.973287
6.718606, 6.987842, 3.459829, 3.094014, 3.600450, 3.095144, 1.597885, 1.107467, 0.039852, -1.477672, -2.066794, -2.476068, -1.105389

0.575321, 5.373900, 4.732670, 4.748685, 3.073313, 3.289435, 3.457675, 2.966246, 2.833034, 1.864498, 1.629142, 1.803602, 1.329969
2.358544, 5.580206, 5.461021, 5.796740, 3.727161, 2.809467, 1.957546, 1.771918, 0.204475, 0.816983, 1.216795, 0.292522, 0.052441
2.011592, 5.754632, 5.563008, 4.976827, 3.961224, 4.704573, 2.493655, 0.982188, 0.893297, 0.741709, 0.810478, 0.442774, 0.257743
1.457284, 3.870831, 4.297043, 5.061591, 3.930143, 3.467840, 2.728855, 1.935315, 0.957331, 0.167199, -0.267311, -0.316051, 0.122258
1.964702, 4.554009, 2.806612, 3.245038, 2.968362, 3.332387, 2.486847, 1.586685, 1.218745, 0.405657, -0.079752, -0.300471, 0.516964
0.125951, 4.350711, 4.378529, 4.297274, 3.768678, 3.873707, 2.664360, 2.324634, 0.937395, 1.060740, 0.268673, -0.283400, -0.892370
3.431914, 5.124301, 4.889940, 3.800594, 1.182786, 3.362351, 2.855172, 1.333321, 1.198104, 0.179437, 0.675693, 0.251355, -0.739576
2.380677, 5.908665, 4.570477, 4.081226, 2.634176, 3.438014, 2.056480, 1.758274, 0.806448, 0.843526, -0.097630, -0.623994, -0.747781
1.776544, 3.878229, 4.612902, 4.870806, 2.783198, 2.178033, 2.048486, 1.216106, 0.247670, 0.740881, 0.655542, 0.155855, -0.802329
2.261642, 5.557770, 4.658684, 4.432666, 2.590250, 0.796500, 1.402876, 0.677188, 0.664578, 0.779268, 0.063849, -0.198231, -0.518454

3.670676, 5.697207, 3.417932, 3.117829, 1.967537, 2.217669, 2.015141, 1.685641, 2.072951, 2.138164, 2.125706, 1.234085, 0.135949
3.645240, 4.950285, 3.593545, 2.223357, 2.218202, 1.791159, 2.024985, 2.997656, 1.997932, 2.590951, 1.586054, 1.673043, -0.224637
4.424875, 6.161340, 4.530146, 3.838018, 1.919490, 1.884614, 2.439069, 2.667032, 1.454782, 1.365497, 0.975273, -0.221251, -0.311270
4.198877, 6.469103, 5.532242, 5.042432, 2.459895, 1.978582, 1.571348, 1.570417, 1.756697, 1.843470, 1.193214, 0.718095, -0.144551
5.117466, 6.362335, 5.373139, 4.727056, 2.973325, 2.609164, 1.838824, 1.354034, 0.647411, 0.535177, 0.406570, 0.317457, -0.359156
6.675769, 9.590197, 5.657423, 5.011530, 2.744355, 1.637232, 1.598730, 1.915864, 2.083724, 0.824221, 0.478550, -0.622326, -1.568188
5.554118, 6.061622, 2.605647, 2.069607, 2.046339, 1.980306, 2.635523, 3.369152, 2.298335, 1.921842, 1.017263, 0.545807, -1.318629
6.215733, 8.632251, 5.231004, 4.604752, 3.955875, 3.173158, 3.101790, 2.090317, 1.280829, 0.771273, -0.093472, -0.763451, -0.556275
2.904842, 5.560660, 3.371977, 2.158502, 1.828950, 1.435275, 1.639496, 2.395139, 2.358985, 3.157538, 2.693273, 2.183970, 1.012701
4.493413, 5.893480, 3.137875, 3.675173, 1.181854, 0.878396, 1.473953, 2.565507, 2.668172, 3.323220, 2.252055, 1.439030, 0.927327
